number of bathrooms,living area,number of floors,waterfront present,number of views,grade of the house,Area of the basement,living_area_renov
2.5,1440,1.0,0,0,8,0,1900
2.0,2990,1.0,0,0,8,0,2820
2.25,1450,3.0,0,0,8,0,1450
2.5,1650,2.0,0,0,8,0,1650
2.5,2250,2.0,0,0,8,0,2040
1.5,1320,1.0,0,0,8,0,2120
1.0,850,1.0,0,0,6,0,1630
1.0,1240,1.5,0,2,7,0,2790
1.0,870,1.0,0,2,7,0,1690
1.75,1820,1.0,0,0,7,780,1700
1.75,1560,1.5,0,0,7,0,2220
2.0,1680,1.0,0,0,7,0,2430
1.0,1150,1.0,0,0,7,0,1210
1.0,1270,1.5,0,0,7,0,1420
1.75,2450,1.0,0,0,7,470,1790
2.5,3004,2.0,0,0,9,0,2665
2.5,1620,2.0,0,0,7,0,1590
3.0,2120,2.0,0,0,8,0,2180
0.75,1330,1.0,0,0,7,0,1410
2.5,2430,2.0,0,0,8,0,2440
2.5,1500,1.0,0,0,7,500,1840
2.0,1820,1.0,0,0,7,520,1700
2.5,2643,2.0,0,0,8,0,2406
2.0,1330,2.0,0,0,8,270,1440
1.0,830,1.0,0,0,7,0,1220
2.5,1980,2.0,0,0,7,0,1980
1.0,1620,1.5,0,0,7,0,1310
1.75,1660,1.0,0,0,7,0,1490
2.25,1940,2.0,0,0,7,840,1580
2.0,2610,1.0,0,0,7,940,1520
2.25,1590,2.0,0,0,7,0,1540
2.5,1800,2.0,0,0,7,0,1800
2.25,1730,1.0,0,0,8,0,2090
2.5,2070,2.0,0,0,7,0,2070
2.5,1680,2.0,0,0,8,0,1720
2.5,1850,2.0,0,0,8,0,2350
1.0,790,1.0,0,0,6,0,1900
1.75,1240,1.0,0,0,6,0,1240
2.0,1710,1.0,0,0,7,680,1710
2.0,1160,2.0,0,0,7,370,1160
1.0,940,1.0,0,0,7,0,1110
1.5,1160,1.0,0,0,7,0,1170
2.0,1690,1.5,0,0,7,0,1480
1.0,970,1.0,0,0,6,0,1500
1.75,1660,1.5,0,0,6,0,1660
1.0,1200,1.0,0,0,7,0,1200
1.75,1720,1.0,0,0,8,0,1970
1.0,1120,1.0,0,0,7,0,1280
1.5,1280,1.0,0,0,7,0,1566
1.0,1530,2.0,0,0,7,0,1470
3.5,3500,2.0,0,0,10,1040,3160
3.0,3690,1.0,0,4,9,1620,3160
3.25,3570,2.0,0,2,10,0,4100
3.75,5100,2.0,0,0,10,1460,3350
2.5,2340,1.0,0,0,8,0,2650
2.0,2010,2.0,0,3,7,0,2450
2.75,3500,2.0,0,0,9,0,3480
2.0,2110,1.5,0,0,7,120,1620
2.5,2830,1.0,0,3,9,1100,2040
2.5,3130,1.0,0,0,8,1510,2740
3.0,2780,1.5,0,0,7,1070,1150
2.5,2620,2.0,0,0,8,0,2500
3.5,1494,3.0,0,0,8,0,1494
2.5,2780,2.0,0,0,8,0,2510
1.75,2020,1.0,0,0,8,900,2020
2.5,3700,1.0,0,0,8,1780,2020
2.5,3090,2.0,0,0,9,0,3650
2.5,4320,1.0,0,0,8,2160,2480
2.5,1870,3.0,0,0,8,490,1440
2.25,2850,2.0,0,0,9,0,2700
1.75,1850,1.0,0,0,7,790,1850
1.0,1550,1.5,0,0,7,0,2370
1.75,1560,1.0,0,0,6,780,1560
2.5,2600,1.0,0,0,9,760,2250
2.25,2140,1.0,0,0,7,590,2350
2.25,1380,2.0,0,0,8,240,1460
3.25,4350,2.0,0,0,8,1480,2490
1.0,1020,1.0,0,0,7,0,1670
2.5,2450,1.0,0,0,8,1040,2450
2.5,1260,3.0,0,0,8,0,1320
2.5,1600,2.0,0,0,7,0,1690
1.5,1100,3.0,0,0,8,0,1110
1.5,2830,2.5,0,0,8,0,1480
2.5,1430,1.0,0,0,7,0,1470
1.75,1340,1.0,0,0,7,0,1550
1.75,2080,2.0,0,0,7,0,1550
2.25,990,2.5,0,0,8,110,1030
1.75,1550,1.0,0,0,7,340,1630
2.75,2030,1.0,0,0,7,820,1910
1.0,840,1.0,0,0,6,0,1740
1.0,1210,1.0,0,0,6,0,990
2.5,1820,2.0,0,0,7,0,1820
1.0,1380,1.0,0,0,7,0,1540
1.0,780,1.0,0,0,6,0,1750
2.25,1720,1.0,0,0,7,280,1990
1.75,1510,1.0,0,0,7,300,2080
2.5,1960,2.0,0,0,8,0,1850
1.75,1800,1.0,0,0,7,600,980
1.0,1500,1.0,0,0,7,0,1970
2.25,1640,2.0,0,0,7,0,1230
2.0,1370,1.5,0,0,7,0,1360
1.5,1330,1.0,0,0,7,430,1400
1.75,1270,1.0,0,0,7,0,1600
1.0,680,1.0,0,0,6,0,1470
1.75,1420,1.0,0,0,5,710,1960
1.0,1230,1.5,0,0,6,0,1168
1.5,1180,1.0,0,0,7,0,1630
1.75,1010,1.0,0,0,6,0,750
1.0,990,1.0,0,0,7,0,2250
1.75,1740,1.5,0,0,7,0,990
2.5,1610,1.0,0,0,7,420,1940
2.5,1750,2.0,0,0,7,0,1810
1.5,1580,1.0,0,0,6,790,1320
3.25,3290,2.0,0,0,9,0,3210
2.5,2420,1.0,0,3,9,800,2650
3.25,2557,2.0,0,2,7,0,2220
1.0,860,1.0,0,0,7,0,1090
3.25,4250,2.0,0,3,10,900,3790
2.0,2500,2.0,1,4,8,0,1880
2.25,2420,1.0,0,0,8,1000,2500
2.25,2630,2.0,0,0,9,820,2370
3.25,4240,2.0,0,0,9,0,4080
3.5,4270,2.0,0,0,9,0,2610
4.5,4230,2.0,0,0,10,0,4130
3.75,4420,2.0,0,1,9,1000,2880
2.75,3030,1.5,0,3,9,670,3030
2.75,3040,2.0,0,0,11,0,3830
2.25,2710,1.0,0,0,9,800,2120
2.0,1760,1.5,0,0,7,0,1740
1.5,1670,2.0,0,2,7,0,1670
1.0,1550,1.5,1,4,6,180,1790
2.0,2040,1.0,0,0,7,1020,1600
1.0,1710,1.5,0,0,7,150,1240
1.75,1930,1.5,0,2,8,260,2730
1.75,1720,1.0,0,0,7,300,1380
2.5,1900,1.0,0,0,7,0,1990
2.25,1660,1.0,0,0,8,0,1790
1.0,1550,1.5,0,0,8,0,1800
2.25,2090,2.0,0,0,8,0,3420
3.5,2710,2.0,0,0,8,1060,2440
2.5,3040,2.0,0,0,9,0,3040
2.0,1980,1.5,0,0,7,540,1610
2.5,2678,2.0,0,0,9,0,2780
2.5,3000,2.0,0,0,8,0,2730
1.0,1920,1.5,0,0,7,0,1600
1.75,1660,1.0,0,0,7,700,1510
2.5,1365,3.0,0,0,7,50,1360
1.5,1350,1.0,0,2,7,450,1730
2.0,2090,1.0,0,0,7,610,1510
1.75,1700,1.0,0,0,6,850,1690
2.5,2540,2.0,0,0,8,0,1800
3.25,4750,2.0,0,0,8,0,2230
1.0,1210,1.5,0,0,7,0,1340
1.5,1220,1.5,0,0,7,0,1400
2.0,2030,1.0,0,0,7,920,1930
1.0,730,1.0,0,0,6,0,1480
1.75,1660,2.0,0,0,8,0,1720
2.5,2480,2.0,0,0,7,0,2510
2.5,2660,2.0,0,0,8,0,2480
2.75,1100,2.0,0,0,7,350,2090
2.5,2530,2.0,0,0,9,0,2370
3.75,2452,2.0,0,0,7,0,1180
1.0,1510,1.5,0,0,7,0,1560
2.0,2010,1.5,0,2,8,0,1840
1.5,1330,1.0,0,0,7,0,1940
1.75,2330,1.0,0,0,8,0,2180
1.5,1340,1.0,0,0,7,0,1620
0.75,760,1.0,1,4,5,0,1230
1.0,840,1.0,0,0,6,0,1390
1.75,1510,1.0,0,0,7,450,1610
2.25,2620,1.0,0,0,7,1070,1650
0.75,1420,1.0,0,0,7,560,1350
2.5,2180,1.0,0,0,8,0,2090
2.5,2140,1.0,0,0,8,850,2090
2.5,1990,2.0,0,0,8,0,2110
1.75,1320,1.0,0,0,7,0,1750
2.5,2050,2.0,0,0,7,0,2050
3.25,1290,3.0,0,0,7,0,1290
2.0,2500,1.0,0,0,8,0,2560
2.75,2130,1.0,0,0,7,800,2090
2.5,1940,2.0,0,0,7,0,1850
2.5,2620,2.0,0,0,8,0,2740
1.75,1460,1.0,0,0,8,0,2050
1.75,1340,1.0,0,0,7,460,1500
1.75,1170,1.0,0,0,6,450,1130
2.25,1880,2.0,0,0,8,0,1900
1.0,720,1.0,0,0,6,0,670
2.25,1646,2.0,0,0,7,0,1975
1.0,1390,1.0,0,2,7,0,2580
1.0,1570,1.0,0,3,7,0,1660
1.5,1190,1.0,0,0,7,0,1520
2.5,2350,2.0,0,0,9,0,2480
1.0,1010,1.0,0,0,6,120,1030
1.5,1160,2.0,0,0,7,0,1150
2.25,2250,2.0,0,0,8,0,2140
1.75,2440,1.0,0,0,7,1220,1650
2.25,1340,2.0,0,0,7,0,1470
1.75,2710,1.0,0,0,7,650,1690
3.0,1590,1.0,0,0,7,530,1680
1.25,1230,1.5,0,0,7,0,1310
2.5,3030,2.0,0,0,9,0,3080
3.0,1840,2.0,0,0,8,0,1650
2.5,2110,2.0,0,0,8,0,2040
2.0,1990,1.0,0,0,7,0,2760
1.0,1620,1.0,0,0,7,0,2400
1.5,1690,1.0,0,0,7,480,1450
2.25,2140,1.0,0,0,7,670,2050
1.0,910,1.0,0,0,7,0,1530
1.75,1910,1.5,0,0,8,0,1820
1.0,1310,1.0,0,0,7,0,1330
1.5,970,1.0,0,0,7,0,1230
1.0,1220,1.0,0,0,6,0,1350
1.0,1260,1.0,0,0,6,0,1260
2.0,3620,2.0,0,0,8,400,2370
3.5,3530,2.0,0,0,10,1160,1780
3.25,4020,2.0,0,0,9,900,3550
3.0,3520,2.0,0,2,10,0,3260
2.75,2780,3.0,0,2,10,0,2820
2.5,3120,2.0,1,4,9,530,2030
2.5,2780,2.0,0,0,9,0,1160
2.75,2940,1.5,0,2,8,1000,1970
2.25,2370,2.0,0,0,7,0,2370
2.25,2800,1.0,0,0,9,1150,2800
2.5,3150,1.0,0,0,10,1350,3280
3.0,3030,1.5,0,0,9,950,1910
4.0,2790,2.0,0,0,9,0,2740
2.75,3300,2.0,0,0,9,0,3520
2.5,2880,1.0,0,0,10,0,3460
2.25,2100,1.5,0,0,8,350,1800
3.0,2920,2.0,0,0,8,780,1620
2.5,3760,2.0,0,0,9,530,3080
1.5,2310,1.5,0,0,8,520,1930
2.0,1400,2.0,0,0,7,0,1620
2.0,2190,1.0,0,2,7,930,2160
2.25,3190,2.0,0,2,9,0,3190
2.5,4040,2.0,0,0,9,0,3000
2.75,1960,1.5,0,2,8,0,2440
2.75,3010,2.0,0,2,10,0,1580
2.5,2440,2.0,0,0,9,0,2370
2.5,2960,2.0,0,2,9,0,2960
2.5,2880,2.0,0,0,10,0,3490
1.75,2390,1.0,0,2,8,1000,2210
1.0,1570,2.0,0,0,7,0,1580
2.75,2550,2.0,0,0,9,0,2670
3.0,3640,2.0,0,0,8,900,1910
2.75,3200,2.0,0,1,9,0,2880
2.5,2480,2.0,0,0,7,0,2410
1.5,2670,1.5,0,0,8,350,2030
2.75,1690,1.5,0,0,7,290,1820
2.25,2090,2.0,0,2,10,0,1940
2.5,2550,2.0,0,0,9,0,2550
2.5,3550,2.0,0,0,10,0,3080
1.75,1330,2.0,0,0,7,120,1500
2.5,1860,2.0,0,0,8,0,2270
2.5,2160,2.0,0,0,9,0,2160
1.5,1840,1.0,0,0,8,800,1290
2.5,1510,2.0,0,0,8,450,1510
2.5,1690,3.0,0,0,8,270,1280
1.75,1670,2.0,0,0,7,0,1340
1.0,1000,1.0,0,2,7,0,1830
1.75,1400,1.0,0,0,7,580,1330
2.5,3230,2.0,0,3,9,710,2640
2.25,1630,2.0,0,0,7,0,1690
1.0,1280,1.0,0,0,7,0,1240
3.0,2230,1.0,0,0,7,820,1960
2.75,1540,1.0,0,2,7,690,1180
1.0,1340,1.0,0,0,7,0,1450
1.0,930,1.0,0,0,6,0,1900
2.0,2610,1.0,0,0,7,900,1600
2.0,2320,1.0,0,0,7,0,2030
2.25,1380,2.0,0,0,7,0,1930
2.25,1470,2.0,0,0,8,0,1380
2.5,2720,1.0,0,0,7,1360,2020
2.5,3160,2.0,0,0,9,0,2500
2.0,1330,1.0,0,0,8,0,1900
1.75,2390,1.0,0,0,7,1100,2270
2.5,2150,2.0,0,0,8,0,2080
1.0,1690,1.0,0,0,7,0,1080
1.75,960,1.0,0,0,7,0,1000
2.0,2620,1.0,0,0,8,1200,1360
1.0,1480,1.5,0,0,7,0,1300
1.0,1030,1.0,0,0,6,0,1220
2.0,1440,1.0,0,0,8,0,1350
2.0,1510,2.0,0,0,7,0,1900
2.5,2420,2.0,0,0,10,0,1400
2.5,1710,2.0,0,0,7,0,1540
1.75,1620,2.0,0,0,7,0,2190
2.5,2050,2.0,0,0,7,0,2480
1.0,2020,1.0,0,0,7,1010,1720
1.0,800,1.0,0,0,6,0,1470
2.0,2080,1.0,0,0,7,750,2080
1.75,1900,1.0,0,0,8,680,1850
2.25,2390,2.0,0,0,8,0,2450
2.5,1800,2.0,0,0,8,0,1800
1.0,1280,1.0,0,0,6,640,1630
2.0,1420,1.0,0,0,7,590,1420
2.5,2070,2.0,0,0,7,0,2010
2.25,1620,1.0,0,2,7,340,1620
3.0,2290,2.0,0,0,9,0,2290
2.5,1940,2.0,0,0,8,0,1940
1.75,1400,1.0,0,0,6,0,2240
1.0,1210,1.0,0,0,7,0,1210
2.25,1290,2.0,0,0,7,0,1360
1.0,1180,1.0,0,0,6,0,1650
1.0,1460,1.0,0,0,7,200,1580
1.0,1250,1.0,0,0,7,0,1770
1.0,1080,1.0,0,2,7,0,2100
1.75,1460,1.0,0,0,7,0,1460
1.0,750,1.0,0,0,6,0,1260
1.75,1590,1.0,0,0,7,500,1540
1.75,1460,1.0,0,0,7,0,1920
3.5,2770,2.0,0,0,8,0,1760
2.25,1820,1.0,0,0,7,0,1520
2.25,1820,1.0,0,0,7,370,1860
2.0,1936,2.0,0,0,7,0,1620
2.0,1510,1.0,0,0,7,0,1370
1.75,1590,1.0,0,0,7,0,1150
1.75,1650,1.0,0,0,7,550,1620
2.0,1140,2.0,0,0,7,100,1140
1.75,1720,1.0,0,0,7,700,1720
2.0,1690,1.0,0,0,7,330,1740
2.25,1500,2.0,0,0,7,0,1530
2.0,870,1.0,0,0,6,130,1640
1.5,1050,1.0,0,0,7,0,1390
1.75,1730,1.5,0,0,6,0,860
1.0,970,1.0,0,0,6,0,1020
1.75,1100,1.0,0,0,6,0,1050
1.0,1050,1.0,0,0,5,0,970
1.0,1060,1.0,0,0,6,0,1130
1.0,1000,1.0,0,0,5,240,990
3.5,4440,2.0,0,3,10,1300,3990
3.75,3320,2.0,0,0,10,0,1560
4.25,3350,2.0,0,0,10,1090,1810
3.75,3330,2.0,0,2,9,860,1780
2.5,2810,2.5,0,0,9,0,2240
3.25,2990,2.0,0,0,10,0,3500
4.0,4180,2.0,0,0,9,0,3570
3.0,3730,1.5,0,0,7,1570,1890
4.0,4100,2.0,0,0,9,0,4100
2.5,2620,1.0,0,4,8,1000,2620
1.0,1530,1.5,0,0,7,0,2640
2.5,2710,3.0,0,0,10,0,1810
1.75,1820,1.5,0,0,8,0,1870
3.5,3550,2.0,0,0,9,1000,2030
3.25,4360,1.0,0,0,10,1000,3540
3.0,2370,1.5,0,2,8,1030,1350
2.5,2200,2.0,0,0,9,670,2200
2.5,2830,2.0,0,0,9,660,1880
2.75,2660,2.0,0,0,9,0,2820
2.0,2140,1.5,0,0,7,120,1810
2.5,1610,2.0,0,1,9,530,1610
2.0,2680,1.0,0,0,9,800,1570
1.75,1660,1.0,0,0,7,420,3110
2.0,3610,2.0,0,0,7,600,2040
1.5,2550,1.5,0,0,7,790,1840
2.5,3220,2.0,0,0,8,0,2550
1.0,1800,1.0,0,2,9,900,1400
2.25,2200,1.0,0,2,8,980,1940
2.5,1760,3.0,0,0,8,120,1760
2.5,1350,1.0,0,0,7,0,2310
1.75,1280,1.0,0,0,7,0,1950
1.5,2230,1.5,0,0,7,900,1630
1.75,2310,2.0,0,0,8,0,2200
1.75,2330,1.0,0,0,8,950,2120
2.5,2320,1.0,0,0,9,530,3290
2.5,1280,3.0,0,0,8,0,1450
1.5,1900,1.5,0,0,9,450,2920
2.5,2250,2.0,0,0,8,0,2290
2.25,2620,2.0,0,0,7,0,2520
2.25,1990,1.0,0,0,8,700,1820
1.5,3430,1.0,0,2,7,1200,1660
2.5,1860,2.0,0,0,8,0,1840
2.5,4060,2.0,0,0,9,1270,2810
2.25,1780,1.0,0,0,7,550,1780
2.25,1840,2.0,0,0,7,0,1840
2.5,2450,2.0,0,0,9,0,2440
2.5,2520,2.0,0,0,8,0,2090
2.5,1990,2.0,0,0,8,0,2650
3.0,2290,1.0,0,0,8,870,1890
1.75,1590,2.0,0,0,8,530,1530
2.5,1180,3.0,0,0,8,0,1180
2.5,1260,3.0,0,0,8,0,1490
2.5,2280,2.0,0,0,8,0,2070
2.25,2120,1.0,0,0,7,700,1880
2.5,2190,2.0,0,0,7,0,2190
2.75,1690,1.0,0,0,7,510,1560
1.0,1140,1.5,0,0,6,0,1580
3.25,1680,2.0,0,0,8,320,1530
1.75,1610,1.0,0,0,6,0,1410
1.5,1610,1.0,0,0,7,550,1540
3.5,2960,2.0,0,0,9,1020,2210
1.75,1810,1.0,0,0,8,600,1800
1.0,710,1.5,0,0,6,0,1440
2.25,2200,1.0,0,0,8,720,2710
3.25,2290,2.0,0,0,9,0,2290
1.0,1350,1.0,0,0,6,0,2330
2.5,2100,2.0,0,0,7,0,2130
3.0,1260,3.0,0,0,8,0,1260
2.25,2630,2.0,0,0,9,0,2470
1.75,1420,1.0,0,0,7,320,1460
2.5,2040,2.0,0,0,8,0,2350
1.0,1490,1.5,0,0,5,0,1580
3.25,1380,3.0,0,0,7,0,1380
2.5,1950,2.0,0,0,7,0,1980
1.0,1980,1.5,0,0,6,400,1860
1.0,1410,1.0,0,0,7,0,2000
2.0,1730,1.0,0,0,8,0,2000
1.5,1430,3.0,0,0,7,0,1430
2.75,1790,1.5,0,0,7,730,1400
2.5,1190,1.0,0,0,7,0,2230
1.0,1190,1.5,0,0,7,0,1190
2.25,1780,2.0,0,0,7,0,1510
2.0,2330,1.0,0,0,7,940,1570
3.5,1790,2.0,0,0,7,310,1150
1.0,1020,1.0,0,0,7,0,1290
1.75,2460,1.0,0,0,7,1230,1990
2.0,1400,1.0,0,0,7,0,1450
1.75,1540,1.0,0,0,7,280,1540
1.0,1210,1.0,0,0,6,0,1320
1.5,2170,2.0,0,0,7,0,1500
1.0,1090,1.0,0,0,6,0,1030
1.0,840,1.0,0,0,6,0,840
4.25,4470,2.0,0,1,11,1240,2570
3.5,5490,1.0,0,4,12,2580,4290
2.5,2800,2.0,0,0,9,0,1770
2.5,2900,2.0,0,0,11,0,3390
2.25,2640,1.0,0,0,10,0,2650
2.5,3420,1.0,0,4,10,1010,3460
2.5,2910,2.0,0,1,10,970,2540
2.25,2960,1.0,0,2,8,1410,2860
2.5,2710,1.0,0,4,9,630,2430
3.5,3200,1.0,0,0,8,500,1640
3.25,3620,2.0,0,2,9,0,3260
3.0,2390,1.5,0,0,8,930,1670
2.5,2990,1.0,1,4,9,1430,2870
1.75,2080,1.0,0,0,8,0,2240
3.0,2840,2.0,0,0,10,0,2070
2.5,3560,2.0,0,0,9,0,3190
2.5,2540,2.0,0,0,9,0,2580
2.0,2260,1.0,0,3,7,1130,2260
2.5,3210,2.0,0,0,10,0,3740
2.25,2490,1.0,0,0,8,1000,1780
2.25,2440,1.5,0,0,7,0,1720
2.5,2790,2.0,0,0,9,0,2450
2.0,2210,1.5,0,2,7,500,1920
2.5,1780,2.0,0,0,8,0,1690
1.75,1240,1.0,0,0,7,0,1970
2.5,2820,2.0,0,0,7,440,1910
1.75,2680,1.0,0,0,8,1340,2320
3.25,2440,2.0,0,0,8,730,2440
3.0,1560,3.0,0,0,8,0,1530
2.25,1670,1.0,0,0,7,450,1710
1.5,1800,1.0,0,0,8,380,1800
1.75,1250,1.0,0,0,7,270,1250
1.0,1070,1.0,0,0,7,240,1760
3.25,2360,2.0,0,0,8,370,1720
1.0,1170,1.5,0,0,7,0,1430
1.75,1770,1.0,0,0,7,750,2000
2.5,2590,1.0,0,0,8,950,2710
1.0,1840,1.0,0,0,7,680,1750
1.0,2180,1.0,0,0,7,1090,1830
2.75,1820,2.0,0,0,7,0,1950
1.0,820,1.0,0,0,7,0,1630
1.0,1580,1.5,0,0,6,0,1580
1.75,1730,1.0,0,0,7,470,1800
2.25,1710,1.0,0,0,7,670,1780
2.75,2710,2.0,0,0,8,0,2530
2.25,1440,2.0,0,0,7,0,1610
1.75,2110,1.0,0,0,8,900,1660
1.0,1560,1.5,0,0,7,300,1560
2.5,1710,2.0,0,0,7,0,1500
2.5,1700,2.0,0,0,8,0,1700
1.0,1270,1.5,0,0,7,0,1980
2.25,1780,1.0,0,0,8,430,1860
2.5,2510,2.0,0,0,8,0,1820
2.5,1580,2.0,0,0,7,0,1510
1.0,970,1.0,0,0,7,0,1200
2.25,1110,3.0,0,0,8,0,1360
2.5,3070,3.0,0,0,8,560,2220
1.0,800,1.0,0,0,6,0,1400
1.75,2020,1.0,0,0,8,700,1940
2.0,1670,1.0,0,0,7,570,1660
1.75,2500,1.0,0,0,7,1250,1710
1.0,840,2.0,0,0,7,0,1030
2.5,2530,2.0,0,0,9,0,2530
2.75,2300,1.0,0,0,7,900,1750
1.0,760,1.0,0,0,6,0,950
2.5,1560,2.0,0,0,7,0,1560
2.0,1910,1.0,0,0,7,910,1780
2.5,2490,1.0,0,0,7,1100,2010
1.0,1320,1.0,0,0,6,440,1000
1.0,1190,1.0,0,0,6,0,1230
2.0,2260,1.0,0,0,8,1130,1360
2.0,1470,1.0,0,0,7,0,1390
2.0,1470,2.0,0,0,6,0,1310
2.5,1630,2.0,0,0,7,0,1270
3.0,2180,2.0,0,0,7,0,2260
1.0,1020,1.0,0,0,7,0,1300
1.75,1460,1.0,0,0,7,0,1220
1.0,830,1.0,0,0,6,0,1150
1.75,1230,1.0,0,0,7,0,1540
1.0,860,1.0,0,0,6,0,1150
1.0,1400,1.0,0,0,6,120,1730
2.25,2190,1.0,0,0,7,800,1490
1.75,1340,1.0,0,0,6,0,1980
1.0,1270,1.0,0,0,6,620,1200
1.0,760,1.0,0,0,5,0,1360
2.75,3090,1.0,0,0,9,0,2970
4.5,3080,2.0,0,3,8,1140,2780
3.25,3540,1.0,0,2,10,1540,2820
2.75,3860,2.0,0,0,10,0,2820
2.5,2570,1.5,0,0,8,990,2070
2.25,2290,2.0,0,0,8,0,2120
2.5,2160,1.0,0,0,9,620,930
1.0,1870,1.5,0,0,7,200,2160
2.0,1820,1.0,0,0,7,700,1920
2.25,1940,1.0,0,0,7,700,2340
3.25,2885,2.0,0,0,8,0,1910
3.5,2514,2.0,0,0,8,490,2090
2.75,2510,1.0,0,0,7,910,2910
2.5,2620,2.0,0,0,8,0,2620
1.75,1590,1.5,0,0,7,400,1420
2.5,2060,2.0,0,0,8,0,2060
2.25,1530,3.0,0,0,8,50,1530
2.5,2100,2.0,0,0,8,0,2100
2.5,1861,2.0,0,0,8,283,2090
2.5,2460,2.0,0,0,8,0,2900
2.5,2650,1.0,0,3,8,1040,2650
2.5,1840,1.0,0,1,8,500,1970
2.5,2480,2.0,0,0,8,0,1850
3.0,1530,3.0,0,0,8,0,1460
1.75,1310,1.0,0,0,7,0,2510
2.5,1380,2.0,0,0,8,330,1360
1.0,1480,1.5,0,0,7,0,1460
2.5,1670,1.0,0,0,7,360,1510
1.0,840,1.0,0,0,7,0,1100
2.0,1350,1.0,0,0,7,0,1920
1.75,1300,1.0,0,0,6,0,1300
2.75,2420,1.0,0,0,9,0,2760
2.5,2542,2.0,0,0,8,0,2419
2.5,2020,1.0,0,0,7,950,1340
2.75,2475,2.0,0,0,7,0,2475
1.75,1560,1.0,0,0,7,0,1550
2.25,1520,1.0,0,0,7,360,1530
2.0,1730,1.0,0,0,6,0,1550
1.75,1340,1.0,0,0,7,240,1540
2.0,1460,1.0,0,0,6,0,1460
2.75,3560,2.0,0,0,10,0,3440
2.5,2990,2.0,0,0,8,0,2990
2.5,1740,2.0,0,0,8,0,2100
2.5,1250,3.0,0,0,8,0,1330
1.75,2090,1.0,0,0,7,700,1790
2.5,2560,2.0,0,0,8,950,1760
4.0,4500,2.0,0,0,12,0,3930
4.25,5710,2.0,0,0,11,0,4060
2.25,2520,2.0,0,0,9,970,2520
2.75,3470,1.0,0,0,8,1720,2950
2.5,2860,1.0,0,0,8,1330,2070
1.75,2145,1.5,0,0,8,0,1140
2.5,2900,2.0,0,0,9,0,2910
2.5,2510,2.0,0,0,9,0,2470
2.25,2420,1.5,0,0,7,780,1560
2.5,2820,2.0,0,0,9,0,2660
2.0,2340,1.0,0,0,8,1070,1600
2.5,2590,2.0,0,0,10,0,2800
2.25,2780,2.0,0,0,8,0,2890
2.25,1570,3.0,0,0,8,0,1290
1.5,1900,1.0,0,0,7,400,2130
2.75,2850,2.0,0,0,8,0,1510
2.5,2670,2.0,0,0,8,0,2140
2.25,3220,2.0,0,0,8,0,2260
2.25,2680,1.0,0,0,8,1340,2220
1.75,1650,3.0,0,0,8,0,1650
1.0,1450,1.0,0,0,7,260,1810
2.5,2090,1.0,0,0,8,670,2490
1.5,1340,1.0,0,0,7,0,1590
2.0,1280,2.0,0,0,9,240,1280
1.0,1200,2.0,0,2,7,110,2690
2.25,2730,2.0,0,0,8,0,2730
3.5,1650,2.0,0,0,7,550,1580
2.0,2180,1.0,0,0,6,450,2180
1.75,2080,1.0,0,0,7,0,1670
3.25,1430,2.0,0,0,8,270,1160
2.0,2000,1.5,0,0,7,520,1110
2.5,1320,1.0,0,0,7,0,1550
2.5,2190,2.0,0,0,7,0,2190
1.75,1950,1.0,0,0,8,420,1660
2.5,2130,2.0,0,0,8,0,2220
1.75,2290,1.0,0,3,7,1000,1820
1.75,1660,1.0,0,0,7,0,1610
2.75,2350,2.0,0,0,7,0,2014
2.25,1260,2.0,0,0,7,0,1630
2.5,2655,2.0,0,0,8,0,2879
2.5,1400,1.0,0,0,7,0,1060
2.5,1780,3.0,0,0,8,430,1390
1.75,1950,1.0,0,0,7,0,1500
1.5,1240,2.0,0,0,7,190,1250
1.0,1780,1.5,0,0,6,730,1260
2.0,2100,2.0,0,0,9,0,1440
1.0,1110,1.0,0,0,7,0,1260
1.5,790,2.0,0,0,8,90,1370
2.0,920,2.0,0,0,8,120,1150
2.5,3200,2.0,0,0,8,0,3010
1.75,2590,1.0,0,0,7,840,1820
1.75,1120,1.5,0,2,7,0,1620
1.0,1510,1.0,0,0,7,500,1510
2.25,2660,1.5,0,0,7,0,1590
2.0,1320,3.0,0,0,7,0,1430
1.0,1300,1.0,0,0,6,0,1880
2.5,1950,2.0,0,0,8,0,2200
1.75,1560,1.0,0,0,8,0,2050
2.25,1660,1.0,0,0,7,550,1640
1.0,800,1.0,0,0,6,100,1060
2.25,1450,1.0,0,0,7,270,1520
2.25,1600,2.0,0,0,7,0,1530
1.0,1580,1.0,0,0,7,540,1480
2.25,1620,1.0,0,0,7,0,1910
1.0,800,1.0,0,0,6,0,1910
2.0,1670,1.0,0,0,7,0,1670
2.5,1470,2.0,0,0,7,0,1360
1.0,810,1.0,0,0,5,0,890
1.0,1250,1.0,0,0,7,0,1250
2.0,1710,1.5,0,0,6,0,1030
1.0,1230,1.0,0,0,7,0,1230
1.0,790,1.0,0,0,6,0,1110
1.0,1070,1.0,0,0,7,0,1190
3.5,3500,2.0,0,0,10,940,1910
2.5,2450,2.0,0,0,9,650,2220
3.25,3140,2.0,0,0,10,0,2980
3.5,3560,2.0,0,0,9,0,3540
3.5,3940,2.0,0,0,10,0,2015
2.5,3370,2.0,0,0,9,0,3370
1.5,1790,1.5,0,0,8,0,1200
1.75,1920,1.0,0,0,7,660,1970
